topic|year|exam|exercise|statement
enlace_quimico|2018|Junio|Ejercicio 3 Opción B|"Las configuraciones electrónicas de dos átomos A y B son 1s” 2s?2p* y 1s” 2s”2p5,
respectivamente. Explique razonadamente:
a) El tipo de enlace que se establece entre ambos elementos para obtener el compuesto AB ,.
b) La geometría según la TRPECV del compuesto AB ;.
ce) La polaridad del compuesto AB ; y su solubilidad en agua."
enlace_quimico|2018|Reserva 1|Ejercicio 2 Opción B|"a) Dibuje la molécula de eteno (CH, =CH),), indicando la hibridación de los átomos de
carbono y todos los enlaces e y 7 presentes.
b) Realice el diagrama de Lewis de la molécula CH ;Cl .
c) Justifique la polaridad de la molécula PH;, basándose en la aplicación de la TRPECV"
enlace_quimico|2018|Reserva 2|Ejercicio 3 Opción B|"Dados los siguientes compuestos: LiCl, CH ,, H,O y HF, indique razonadamente:
a) El tipo de enlace que presentan.
b) Cuáles de las moléculas covalentes son polares.
c) Cuáles de las moléculas covalentes pueden presentar puntos de fusión y ebullición mayores
de lo esperado."
enlace_quimico|2018|Reserva 3|Ejercicio 2 Opción B|"De entre las siguientes sustancias NaBr, CCI , y Cu, responda razonadamente a las siguientes
cuestiones:
a) ¿Cuáles conducen la electricidad en disolución o en estado sólido?
b) ¿Cuál será la de menor punto de ebullición?
c) ¿Cuáles serán insolubles en agua?"
enlace_quimico|2018|Reserva 4|Ejercicio 2 Opción A|"Para la molécula CH ,Cl, indique razonadamente:
a) Su geometría aplicando la teoría de RPECV.
b) El carácter polar o no polar de dicha molécula.
e) La hibridación del átomo central."
enlace_quimico|2018|Septiembre|Ejercicio 3 Opción A|"Explique, en función del tipo de enlace, las siguientes afirmaciones:
a) El cloruro de sodio tiene un punto de fusión de 800*%C, en cambio, el Cl, es un gas a
temperatura ambiente.
b) El diamante no conduce la corriente eléctrica mientras que el níquel sí lo hace.
€) La temperatura de fusión del agua es menor que la del cobre."
enlace_quimico|2019|Junio|Ejercicio 2 Opción B|"Considere los átomos X e Y, cuyas configuraciones electrónicas de la capa de valencia en estado
fundamental son: 4s' y 3s” 3p*, respectivamente.
a) Si estos dos elementos se combinaran entre sí, justifique el tipo de enlace que se formaría.
b) Escriba la fórmula del compuesto formado.
c) Indique dos propiedades previsibles para este compuesto."
enlace_quimico|2019|Reserva 1|Ejercicio 3 Opción B|"Explique, razonadamente, cuáles de las siguientes afirmaciones respecto al trifluoruro de boro
(BF;) son ciertas:
a) El boro presenta una hibridación sp” en dicho compuesto.
b) Es una molécula polar ya que tiene enlaces polares.
c) Cpnduce la corriente eléctrica cuando se encuentra en estado líquido."
enlace_quimico|2019|Reserva 2|Ejercicio 3 Opción A|"Dadas las siguientes moléculas: C,H,, C,H,, CH, y CH,OH.
a) Escriba sus estructuras de Lewis.
b) Indique la hibridación del átomo de carbono en estas moléculas.
e) Justifique cuál de estas moléculas presenta un mayor punto de ebullición."
enlace_quimico|2019|Reserva 3|Ejercicio 2 Opción A|"Indique, justificadamente, si las siguientes proposiciones son verdaderas o falsas:
a) El CO, es menos soluble en agua que el CaO.
b) El PCI; presenta geometría tetraédrica según la TRPECV.
) El punto de ebullición de HF es mayor que el de NaF."
enlace_quimico|2019|Reserva 4|Ejercicio 3 Opción B|"Considere las moléculas NF, y CH,OH:
a) Escriba sus estructuras de Lewis.
b) Justifique sus geometrías según la TRPECV.
€) Razone si son o no polares. ."
enlace_quimico|2019|Septiembre|Ejercicio 2 Opción B|"Dadas las sustancias: KBr, HF, CH , y K, indique razonadamente:
a) Una que no sea conductora en estado sólido pero sí fundida.
b) Una que forme enlaces de hidrógeno.
c€) La de menor punto de ebullición."
enlace_quimico|2019|Junio|Ejercicio 2 Opción B|"Considere los átomos X e Y, cuyas configuraciones electrónicas de la capa de valencia en estado
fundamental son: 4s' y 3s” 3p*, respectivamente.
a) Si estos dos elementos se combinaran entre sí, justifique el tipo de enlace que se formaría.
b) Escriba la fórmula del compuesto formado.
c) Indique dos propiedades previsibles para este compuesto."
enlace_quimico|2019|Reserva 1|Ejercicio 3 Opción B|"Explique, razonadamente, cuáles de las siguientes afirmaciones respecto al trifluoruro de boro
(BF;) son ciertas:
a) El boro presenta una hibridación sp” en dicho compuesto.
b) Es una molécula polar ya que tiene enlaces polares.
c) Cpnduce la corriente eléctrica cuando se encuentra en estado líquido."
enlace_quimico|2019|Reserva 2|Ejercicio 3 Opción A|"Dadas las siguientes moléculas: C,H,, C,H,, CH, y CH,OH.
a) Escriba sus estructuras de Lewis.
b) Indique la hibridación del átomo de carbono en estas moléculas.
e) Justifique cuál de estas moléculas presenta un mayor punto de ebullición."
enlace_quimico|2019|Reserva 3|Ejercicio 2 Opción A|"Indique, justificadamente, si las siguientes proposiciones son verdaderas o falsas:
a) El CO, es menos soluble en agua que el CaO.
b) El PCI; presenta geometría tetraédrica según la TRPECV.
) El punto de ebullición de HF es mayor que el de NaF."
enlace_quimico|2019|Reserva 4|Ejercicio 3 Opción B|"Considere las moléculas NF, y CH,OH:
a) Escriba sus estructuras de Lewis.
b) Justifique sus geometrías según la TRPECV.
€) Razone si son o no polares. ."
enlace_quimico|2019|Septiembre|Ejercicio 2 Opción B|"Dadas las sustancias: KBr, HF, CH , y K, indique razonadamente:
a) Una que no sea conductora en estado sólido pero sí fundida.
b) Una que forme enlaces de hidrógeno.
c€) La de menor punto de ebullición."
enlace_quimico|2020|Junio|B3|"Para las moléculas NH , y BeCl,
a) Determine razonadamente su geometría molecular mediante TRPEV.
b) Indique la hibridación que presenta el átomo central.
C) Razone si esas moléculas son polares."
enlace_quimico|2020|Reserva 1|Ejercicio B3|"Dadas las sustancias: Al, SO, y KCI, indique razonadamente la sustancia que presenta:
a) Mayor solubilidad en agua.
b) Menor punto de fusión.
€) Mayor conductividad térmica."
enlace_quimico|2020|Reserva 2|Ejercicio B3|"En referencia al tetrafluoruro de carbono, CF,:
a) Indique el tipo de hibridación que presenta el átomo de carbono.
b) Justifique la polaridad de los enlaces y de la molécula.
e) Razone si es soluble en agua."
enlace_quimico|2020|Reserva 3|Ejercicio B3|"Seleccione razonadamente entre las siguientes sustancias: Na, CH ,, KCI, y H,O.
a) Una sustancia que presenta interacciones de tipo Van der Waals y que es gaseosa a
temperatura ambiente.
b) Una sustancia de alta conductividad eléctrica en estado sólido.
c) Una sustancia no conductora que se transforma en conductora al fundir."
enlace_quimico|2020|Reserva 4|Ejercicio B3|"Dadas las especies químicas H ,O y PCI;.
a) Dibuje la estructura de Lewis de cada molécula y prediga su geometría.
b) Justifique la polaridad de las moléculas según TRPECV
c) Explique cuál tendrá mayor punto de fusión."
enlace_quimico|2020|Septiembre|B3|"Indique justificadamente si las siguientes proposiciones son verdaderas o falsas:
a) El HI tiene menor punto de ebullición que el HF
b) El PCI; presenta geometría plana triangular según TRPEV.
€) El NaCI presenta un punto de fusión menor que el NaBr."
enlace_quimico|2020|Junio|B3|"Para las moléculas NH , y BeCl,
a) Determine razonadamente su geometría molecular mediante TRPEV.
b) Indique la hibridación que presenta el átomo central.
C) Razone si esas moléculas son polares."
enlace_quimico|2020|Reserva 1|Ejercicio B3|"Dadas las sustancias: Al, SO, y KCI, indique razonadamente la sustancia que presenta:
a) Mayor solubilidad en agua.
b) Menor punto de fusión.
€) Mayor conductividad térmica."
enlace_quimico|2020|Reserva 2|Ejercicio B3|"En referencia al tetrafluoruro de carbono, CF,:
a) Indique el tipo de hibridación que presenta el átomo de carbono.
b) Justifique la polaridad de los enlaces y de la molécula.
e) Razone si es soluble en agua."
enlace_quimico|2020|Reserva 3|Ejercicio B3|"Seleccione razonadamente entre las siguientes sustancias: Na, CH ,, KCI, y H,O.
a) Una sustancia que presenta interacciones de tipo Van der Waals y que es gaseosa a
temperatura ambiente.
b) Una sustancia de alta conductividad eléctrica en estado sólido.
c) Una sustancia no conductora que se transforma en conductora al fundir."
enlace_quimico|2020|Reserva 4|Ejercicio B3|"Dadas las especies químicas H ,O y PCI;.
a) Dibuje la estructura de Lewis de cada molécula y prediga su geometría.
b) Justifique la polaridad de las moléculas según TRPECV
c) Explique cuál tendrá mayor punto de fusión."
enlace_quimico|2020|Septiembre|B3|"Indique justificadamente si las siguientes proposiciones son verdaderas o falsas:
a) El HI tiene menor punto de ebullición que el HF
b) El PCI; presenta geometría plana triangular según TRPEV.
€) El NaCI presenta un punto de fusión menor que el NaBr."
enlace_quimico|2021|Julio|Ejercicio B3|"Justifique la veracidad o falsedad de las siguientes proposiciones:
a) Los enlaces por puentes de hidrógeno se forman siempre que la molécula tiene un átomo de
hidrógeno.
b) Los puntos de ebullición de los siguientes compuestos, H,O, H,S y CH,, siguen la siguiente
secuencia de valores: CH, > H,S > H,O.
c) La temperatura de fusión del dicloro (CI,) es mayor que la del cloruro de sodio (NaChl)."
enlace_quimico|2021|Junio|Ejercicio B3|"Sean las moléculas BF,, PH, y CH,
a) Razone en cuál de ellas el átomo central presenta algún par de electrones sin compartir.
b) Justifique la geometría que presentan las moléculas BF, y PH, según la TRPECV.
c) Indique la hibridación que presenta el átomo central en CH,."
enlace_quimico|2021|Reserva 1|Ejercicio B3|"Los datos experimentales muestran que la molécula PF, es polar y presenta una geometría de
pirámide trigonal.
a) Justifique la geometría observada aplicando la teoría de repulsión de pares de electrones de
la capa de valencia (TRPECV).
b) Justifique razonadamente la polaridad observada.
c) ¿Qué diferencias en geometría y polaridad encontraríamos con la molécula BF, ?. Razone la
resºuesta."
enlace_quimico|2021|Reserva 2|Ejercicio B3|"a) ¿Qué es la energía reticular?. Indique de qué factores depende.
b) Realice un esquema del ciclo de Born-Haber para el NaCl .
c) Calcule la energía reticular del NaCI a partir de los siguientes datos:
Entalpía de sublimación del Na(s) = 109 kJ/mol
Entalpía de disociación del Cl, (g) = 242 kJ/mol
Entalpía de ionización del Na(g) = 496 kJ/mol
Afinidad electrónica del Cl(g) = —348 kJ / mol
Entalpía de formación del NaCl(s) = —411 kJ / mol"
enlace_quimico|2021|Reserva 3|Ejercicio B3|"a) ¿ Por qué a 25* C y 1 atm, el H,O es líquida y el H,S no?.
b) Justifique qué sustancia será más soluble en agua, el yoduro de sodio (Nal) o el diyodo (I ,).
C) ¿ Por qué a 25* C y 1 atmel F, y el Cl, son gases, el Br, es líquido y el I, es sólido."
enlace_quimico|2021|Reserva 4|Ejercicio B3|"Escoja en cada apartado la sustancia que tenga mayor punto de ebullición. Justifique en cada
caso la elección, basándose en los tipos de fuerzas intermoleculares:
a) HF o HCI
b) Br, o H,
c) CH, o CH,CH,"
enlace_quimico|2021|Julio|Ejercicio B3|"Justifique la veracidad o falsedad de las siguientes proposiciones:
a) Los enlaces por puentes de hidrógeno se forman siempre que la molécula tiene un átomo de
hidrógeno.
b) Los puntos de ebullición de los siguientes compuestos, H,O, H,S y CH,, siguen la siguiente
secuencia de valores: CH, > H,S > H,O.
c) La temperatura de fusión del dicloro (CI,) es mayor que la del cloruro de sodio (NaChl)."
enlace_quimico|2021|Junio|Ejercicio B3|"Sean las moléculas BF,, PH, y CH,
a) Razone en cuál de ellas el átomo central presenta algún par de electrones sin compartir.
b) Justifique la geometría que presentan las moléculas BF, y PH, según la TRPECV.
c) Indique la hibridación que presenta el átomo central en CH,."
enlace_quimico|2021|Reserva 1|Ejercicio B3|"Los datos experimentales muestran que la molécula PF, es polar y presenta una geometría de
pirámide trigonal.
a) Justifique la geometría observada aplicando la teoría de repulsión de pares de electrones de
la capa de valencia (TRPECV).
b) Justifique razonadamente la polaridad observada.
c) ¿Qué diferencias en geometría y polaridad encontraríamos con la molécula BF, ?. Razone la
resºuesta."
enlace_quimico|2021|Reserva 2|Ejercicio B3|"a) ¿Qué es la energía reticular?. Indique de qué factores depende.
b) Realice un esquema del ciclo de Born-Haber para el NaCl .
c) Calcule la energía reticular del NaCI a partir de los siguientes datos:
Entalpía de sublimación del Na(s) = 109 kJ/mol
Entalpía de disociación del Cl, (g) = 242 kJ/mol
Entalpía de ionización del Na(g) = 496 kJ/mol
Afinidad electrónica del Cl(g) = —348 kJ / mol
Entalpía de formación del NaCl(s) = —411 kJ / mol"
enlace_quimico|2021|Reserva 3|Ejercicio B3|"a) ¿ Por qué a 25* C y 1 atm, el H,O es líquida y el H,S no?.
b) Justifique qué sustancia será más soluble en agua, el yoduro de sodio (Nal) o el diyodo (I ,).
C) ¿ Por qué a 25* C y 1 atmel F, y el Cl, son gases, el Br, es líquido y el I, es sólido."
enlace_quimico|2021|Reserva 4|Ejercicio B3|"Escoja en cada apartado la sustancia que tenga mayor punto de ebullición. Justifique en cada
caso la elección, basándose en los tipos de fuerzas intermoleculares:
a) HF o HCI
b) Br, o H,
c) CH, o CH,CH,"
enlace_quimico|2022|Julio|Ejercicio B3|"Dadas las especies químicas H,S y PCI;:
a) Represente las estructuras de Lewis de cada molécula.
b) Justifique la geometría de cada molécula según la TRPECV.
) Indique la hibridación que presenta el átomo central en cada molécula."
enlace_quimico|2022|Junio|Ejercicio B3|"Dados los siguientes compuestos: NaF, CH ,y CH,OH
a) Justifique el tipo de enlace interatómico que presentan.
b) Ordénelos razonadamente de menor a mayor punto de ebullición.
e) Justifique la solubilidad de estos compuestos en agua."
enlace_quimico|2022|Reserva 1|Ejercicio B3|"Justifique:
a) ¿Qué compuesto tendrá mayor dureza, LiBr o KBr?.
b) ¿Qué tipo de fuerzas hay que vencer para vaporizar agua?.
c) ¿Por qué la longitud del enlace C—C va disminuyendo en la serie etano-eteno-etino?."
enlace_quimico|2022|Reserva 2|Ejercicio B3|"Conteste razonadamente:
a) ¿Presenta enlaces múltiples la molécula de N,?.
b) Según TRPECV, ¿toda molécula triatómica es lineal?.
c) ¿Por qué el punto de fusión del MgO es mayor que el del K,0?."
enlace_quimico|2022|Reserva 3|Ejercicio B3|"a) El compuesto formado al enlazarse los elementos A(Z=11) y B(Z=58) es un sólido
conductor de la electricidad cuando está fundido.
b) El punto de fusión del NaCI es menor que el del MgCI,.
c) Los siguientes compuestos están ordenado por puntos de fusión decreciente NaF > F, > HF."
enlace_quimico|2022|Reserva 4|Ejercicio B3|"Dadas las moléculas BeF, y CH;C1:
a) Determine las correspondientes estructuras de Lewis.
b) Prediga la geometría que presentan según TRPECV.
e) Justifique la polaridad de las moléculas."
enlace_quimico|2022|Julio|Ejercicio B3|"Dadas las especies químicas H,S y PCI;:
a) Represente las estructuras de Lewis de cada molécula.
b) Justifique la geometría de cada molécula según la TRPECV.
) Indique la hibridación que presenta el átomo central en cada molécula."
enlace_quimico|2022|Junio|Ejercicio B3|"Dados los siguientes compuestos: NaF, CH ,y CH,OH
a) Justifique el tipo de enlace interatómico que presentan.
b) Ordénelos razonadamente de menor a mayor punto de ebullición.
e) Justifique la solubilidad de estos compuestos en agua."
enlace_quimico|2022|Reserva 1|Ejercicio B3|"Justifique:
a) ¿Qué compuesto tendrá mayor dureza, LiBr o KBr?.
b) ¿Qué tipo de fuerzas hay que vencer para vaporizar agua?.
c) ¿Por qué la longitud del enlace C—C va disminuyendo en la serie etano-eteno-etino?."
enlace_quimico|2022|Reserva 2|Ejercicio B3|"Conteste razonadamente:
a) ¿Presenta enlaces múltiples la molécula de N,?.
b) Según TRPECV, ¿toda molécula triatómica es lineal?.
c) ¿Por qué el punto de fusión del MgO es mayor que el del K,0?."
enlace_quimico|2022|Reserva 3|Ejercicio B3|"a) El compuesto formado al enlazarse los elementos A(Z=11) y B(Z=58) es un sólido
conductor de la electricidad cuando está fundido.
b) El punto de fusión del NaCI es menor que el del MgCI,.
c) Los siguientes compuestos están ordenado por puntos de fusión decreciente NaF > F, > HF."
enlace_quimico|2022|Reserva 4|Ejercicio B3|"Dadas las moléculas BeF, y CH;C1:
a) Determine las correspondientes estructuras de Lewis.
b) Prediga la geometría que presentan según TRPECV.
e) Justifique la polaridad de las moléculas."
enlace_quimico|2023|Julio|Ejercicio B3|"Responda a las siguientes cuestiones de manera razonada:
a) Dados los compuestos CaF, y CO ,, identifique el tipo de enlace que predomina en cada uno
de ellos.
b) Ordene los compuestos CaF,, CO, y H,O de menor a mayor punto de ebullición.
c) Los compuestos NaF, KF y LiF ¿cuál tiene mayor energía reticular?."
enlace_quimico|2023|Junio|Ejercicio B3|"Para las moléculas OF, y BF,:
a) Justifique la geometría molecular que presentan según la TRPECV.
b) Indique la hibridación del átomo central de cada molécula.
€) Razone si son polares o apolares."
enlace_quimico|2023|Reserva 1|Ejercicio B3|"Conteste justificando la respuesta:
a) ¿Qué compuesto tendrá mayor dureza: LiBr o CsI?
b) ¿Qué compuesto tendrá mayor temperatura de ebullición: HI o HF?
ce) ¿Qué compuesto tendrá mayor punto de fusión: NaBr o Nal?"
enlace_quimico|2023|Reserva 2|Ejercicio B3|"Los átomos A, B, C y D corresponden a elementos del segundo periodo y tienen 2, 3, 5 y 7
electrones de valencia, respectivamente. Responda razonadamente a las siguientes cuestiones:
a) ¿Qué formula tendrá el compuesto formado por A y D?.
b) El compuesto formado por C y D ¿presentará enlace iónico o covalente?.
c) ¿Qué elemento tiene la energía de ionización más alta?."
enlace_quimico|2023|Reserva 3|Ejercicio B3|"Justifique si las siguientes afirmaciones son verdaderas o falsas:
a) En una molécula apolar todos los enlaces son apolares.
b) Una molécula tetraédrica es siempre apolar.
c) Las moléculas de BeCl, y H,S presentan el mismo ángulo de enlace."
enlace_quimico|2023|Reserva 4|Ejercicio B3|"Justifique si las siguientes sustancias son conductoras de la electricidad:
a) El agua pura en estado líquido.
b) El cloruro de potasio en estado sólido.
ce) El cloruro de sodio en disolución acuosa."
enlace_quimico|2023|Julio|Ejercicio B3|"Responda a las siguientes cuestiones de manera razonada:
a) Dados los compuestos CaF, y CO ,, identifique el tipo de enlace que predomina en cada uno
de ellos.
b) Ordene los compuestos CaF,, CO, y H,O de menor a mayor punto de ebullición.
c) Los compuestos NaF, KF y LiF ¿cuál tiene mayor energía reticular?."
enlace_quimico|2023|Junio|Ejercicio B3|"Para las moléculas OF, y BF,:
a) Justifique la geometría molecular que presentan según la TRPECV.
b) Indique la hibridación del átomo central de cada molécula.
€) Razone si son polares o apolares."
enlace_quimico|2023|Reserva 1|Ejercicio B3|"Conteste justificando la respuesta:
a) ¿Qué compuesto tendrá mayor dureza: LiBr o CsI?
b) ¿Qué compuesto tendrá mayor temperatura de ebullición: HI o HF?
ce) ¿Qué compuesto tendrá mayor punto de fusión: NaBr o Nal?"
enlace_quimico|2023|Reserva 2|Ejercicio B3|"Los átomos A, B, C y D corresponden a elementos del segundo periodo y tienen 2, 3, 5 y 7
electrones de valencia, respectivamente. Responda razonadamente a las siguientes cuestiones:
a) ¿Qué formula tendrá el compuesto formado por A y D?.
b) El compuesto formado por C y D ¿presentará enlace iónico o covalente?.
c) ¿Qué elemento tiene la energía de ionización más alta?."
enlace_quimico|2023|Reserva 3|Ejercicio B3|"Justifique si las siguientes afirmaciones son verdaderas o falsas:
a) En una molécula apolar todos los enlaces son apolares.
b) Una molécula tetraédrica es siempre apolar.
c) Las moléculas de BeCl, y H,S presentan el mismo ángulo de enlace."
enlace_quimico|2023|Reserva 4|Ejercicio B3|"Justifique si las siguientes sustancias son conductoras de la electricidad:
a) El agua pura en estado líquido.
b) El cloruro de potasio en estado sólido.
ce) El cloruro de sodio en disolución acuosa."
enlace_quimico|2024|Julio|Ejercicio B3|"Dadas las siguientes moléculas NCI, y BCI,:
a) Explique por qué el NCI; presenta carácter polar y, sin embargo, el BCl , es apolar.
b) Justifique la solubilidad en agua de ambas sustancias.
c) Indique la hibridación del átomo central en cada una de las moléculas."
enlace_quimico|2024|Junio|Ejercicio B3|"Dados tres elementos cuyas configuraciones electrónicas son: A(1s”*2s”?2p”);
B(1s* 2s? 2p* 3s') y C(1s? 2s” 2p* 3s” 3p*)
a) Explique si es posible que existan las moléculas B, y C,.
b) Justifique el tipo de enlace que se dará entre los elementos B y C.
€) Razone si el compuesto formado por A y C será polar."
enlace_quimico|2024|Reserva 1|Ejercicio B3|"Justifique si las siguientes afirmaciones son verdaderas o falsas:
a) Si una molécula es apolar no puede contener enlaces polares.
b) En un sólido metálico los cationes y aniones ocupan posiciones fijas dentro de la red
metálica.
c) La molécula de BCI ; tiene geometría plana triangular."
enlace_quimico|2024|Reserva 2|Ejercicio B3|"Dadas las moléculas BF, y PF,:
a) Represente las estructuras de Lewis de cada una de ellas.
b) Razone la geometría molecular de cada una de las sustancias a partir de la teoría RPECV.
e) Justifique su polaridad."
enlace_quimico|2024|Reserva 3|Ejercicio B3|"Para las moléculas CH ¿Cl y CH,
a) Indique el tipo de hibridación que presenta el átomo de carbono.
b) Justifique la polaridad de los enlaces y de la molécula.
€) Razone su solubilidad en agua."
enlace_quimico|2024|Reserva 4|Ejercicio B3|"Para las sustancias KCI y Cl,, justifique:
a) El tipo de enlace presente en cada una.
b) Cuál tendrá menor punto de fusión.
c) Cuál tendrá mayor solubilidad en agua."
enlace_quimico|2024|Julio|Ejercicio B3|"Dadas las siguientes moléculas NCI, y BCI,:
a) Explique por qué el NCI; presenta carácter polar y, sin embargo, el BCl , es apolar.
b) Justifique la solubilidad en agua de ambas sustancias.
c) Indique la hibridación del átomo central en cada una de las moléculas."
enlace_quimico|2024|Junio|Ejercicio B3|"Dados tres elementos cuyas configuraciones electrónicas son: A(1s”*2s”?2p”);
B(1s* 2s? 2p* 3s') y C(1s? 2s” 2p* 3s” 3p*)
a) Explique si es posible que existan las moléculas B, y C,.
b) Justifique el tipo de enlace que se dará entre los elementos B y C.
€) Razone si el compuesto formado por A y C será polar."
enlace_quimico|2024|Reserva 1|Ejercicio B3|"Justifique si las siguientes afirmaciones son verdaderas o falsas:
a) Si una molécula es apolar no puede contener enlaces polares.
b) En un sólido metálico los cationes y aniones ocupan posiciones fijas dentro de la red
metálica.
c) La molécula de BCI ; tiene geometría plana triangular."
enlace_quimico|2024|Reserva 2|Ejercicio B3|"Dadas las moléculas BF, y PF,:
a) Represente las estructuras de Lewis de cada una de ellas.
b) Razone la geometría molecular de cada una de las sustancias a partir de la teoría RPECV.
e) Justifique su polaridad."
enlace_quimico|2024|Reserva 3|Ejercicio B3|"Para las moléculas CH ¿Cl y CH,
a) Indique el tipo de hibridación que presenta el átomo de carbono.
b) Justifique la polaridad de los enlaces y de la molécula.
€) Razone su solubilidad en agua."
enlace_quimico|2024|Reserva 4|Ejercicio B3|"Para las sustancias KCI y Cl,, justifique:
a) El tipo de enlace presente en cada una.
b) Cuál tendrá menor punto de fusión.
c) Cuál tendrá mayor solubilidad en agua."
enlace_quimico|2025|Junio|Ejercicio 1B|"a) Dadas las moléculas H,S y PF,, razone en cuál o cuáles de ellas el átomo central presenta
algún par de electrones sin compartir.
b) Justifique la geometría que presenta la molécula de PF,.
c) Indique la hibridación del átomo central del H,S.
d) ¿Por qué la molécula de BF, es apolar?."
enlace_quimico|2025|Reserva 1|Ejercicio 1B|"Identifique el tipo de enlace de las sustancias y explique las siguientes afirmaciones:
a) El cloruro de sodio (NaCIl) es soluble en agua.
b) El hierro es conductor de la electricidad.
c) El metano (CH,) tiene bajo punto de fusión.
d) El tetracloruro de carbono (CCI,) es insoluble en agua."
enlace_quimico|2025|Reserva 2|Ejercicio 1B|"Razone las siguientes afirmaciones:
a) A 25 “C y 1 atm el agua es un líquido y el sulfuro de hidrógeno es un gas.
b) El NH ; tiene un punto de ebullición más alto que el CH ,.
e) A 25 C y 1 atm, el diflúor y el dicloro son gases, el dibromo es líquido y el diyodo es sólido.
d) El KCI tiene un punto de fusión mayor que el Cl ,."
enlace_quimico|2025|Junio|Ejercicio 1B|"a) Dadas las moléculas H,S y PF,, razone en cuál o cuáles de ellas el átomo central presenta
algún par de electrones sin compartir.
b) Justifique la geometría que presenta la molécula de PF,.
c) Indique la hibridación del átomo central del H,S.
d) ¿Por qué la molécula de BF, es apolar?."
enlace_quimico|2025|Reserva 1|Ejercicio 1B|"Identifique el tipo de enlace de las sustancias y explique las siguientes afirmaciones:
a) El cloruro de sodio (NaCIl) es soluble en agua.
b) El hierro es conductor de la electricidad.
c) El metano (CH,) tiene bajo punto de fusión.
d) El tetracloruro de carbono (CCI,) es insoluble en agua."
enlace_quimico|2025|Reserva 2|Ejercicio 1B|"Razone las siguientes afirmaciones:
a) A 25 “C y 1 atm el agua es un líquido y el sulfuro de hidrógeno es un gas.
b) El NH ; tiene un punto de ebullición más alto que el CH ,.
e) A 25 C y 1 atm, el diflúor y el dicloro son gases, el dibromo es líquido y el diyodo es sólido.
d) El KCI tiene un punto de fusión mayor que el Cl ,."
